Volume,Symbol,Adj_Close,High,Low,Date,Close,Open
7216200,VTI,103.610001,103.720001,102.18,2015-12-14,103.610001,103.360001
5099100,VTI,103.300003,104.43,103.07,2015-12-11,103.300003,104.169998
3684900,VTI,105.309998,106.059998,104.919998,2015-12-10,105.309998,105.18
4179800,VTI,105.00,106.75,104.480003,2015-12-09,105.00,105.550003
3149400,VTI,105.910004,106.550003,105.269997,2015-12-08,105.910004,106.550003
3000500,VTI,106.550003,107.269997,106.059998,2015-12-07,106.550003,107.230003
4520000,VTI,107.389999,107.540001,105.620003,2015-12-04,107.389999,105.809998
3345100,VTI,105.449997,107.480003,105.059998,2015-12-03,105.449997,107.290001
2937200,VTI,107.050003,108.269997,106.879997,2015-12-02,107.050003,108.099998
2443600,VTI,108.18,108.209999,107.370003,2015-12-01,108.18,107.589996
3616900,VTI,107.169998,107.849998,107.110001,2015-11-30,107.169998,107.779999
552400,VTI,107.629997,107.760002,107.220001,2015-11-27,107.629997,107.589996
1820300,VTI,107.470001,107.660004,107.25,2015-11-25,107.470001,107.510002
2032600,VTI,107.389999,107.589996,106.309998,2015-11-24,107.389999,106.57
3145000,VTI,107.110001,107.589996,106.879997,2015-11-23,107.110001,107.230003
1563500,VTI,107.220001,107.599998,106.980003,2015-11-20,107.220001,107.230003
1623400,VTI,106.760002,107.080002,106.620003,2015-11-19,106.760002,106.910004
2106100,VTI,106.900002,107.00,105.540001,2015-11-18,106.900002,105.580002
2243300,VTI,105.220001,106.089996,104.970001,2015-11-17,105.220001,105.510002
2635400,VTI,105.349998,105.360001,103.690002,2015-11-16,105.349998,103.800003
3003700,VTI,103.839996,104.879997,103.809998,2015-11-13,103.839996,104.760002
3110400,VTI,104.949997,106.160004,104.949997,2015-11-12,104.949997,105.970001
1342200,VTI,106.540001,107.269997,106.529999,2015-11-11,106.540001,107.269997
1605400,VTI,107.00,107.040001,106.290001,2015-11-10,107.00,106.459999
2620800,VTI,106.760002,107.900002,106.199997,2015-11-09,106.760002,107.900002
2078900,VTI,107.839996,107.849998,106.919998,2015-11-06,107.839996,107.57
2144000,VTI,107.82,108.230003,107.209999,2015-11-05,107.82,108.040001
2893600,VTI,107.940002,108.529999,107.57,2015-11-04,107.940002,108.510002
3100800,VTI,108.199997,108.57,107.550003,2015-11-03,108.199997,107.709999
3396400,VTI,107.93,108.00,106.68,2015-11-02,107.93,106.779999
2203200,VTI,106.529999,107.279999,106.50,2015-10-30,106.529999,107.139999
2666900,VTI,106.940002,107.18,106.68,2015-10-29,106.940002,106.720001
2421700,VTI,107.099998,107.120003,105.620003,2015-10-28,107.099998,105.940002
1686000,VTI,105.709999,105.940002,105.260002,2015-10-27,105.709999,105.830002
3078300,VTI,106.059998,106.300003,105.849998,2015-10-26,106.059998,106.260002
2404300,VTI,106.309998,106.470001,105.669998,2015-10-23,106.309998,106.129997
1979200,VTI,105.209999,105.43,104.120003,2015-10-22,105.209999,104.279999
1777800,VTI,103.690002,104.860001,103.589996,2015-10-21,103.690002,104.709999
1806100,VTI,104.510002,104.910004,104.190002,2015-10-20,104.510002,104.389999
1457900,VTI,104.629997,104.669998,103.970001,2015-10-19,104.629997,104.300003
1902100,VTI,104.510002,104.540001,103.849998,2015-10-16,104.510002,104.370003
2218200,VTI,104.110001,104.120003,102.629997,2015-10-15,104.110001,102.919998
1902900,VTI,102.559998,103.440002,102.379997,2015-10-14,102.559998,103.050003
2221000,VTI,103.089996,104.169998,102.989998,2015-10-13,103.089996,103.290001
1680100,VTI,103.849998,103.949997,103.510002,2015-10-12,103.849998,103.849998
1649500,VTI,103.830002,104.059998,103.43,2015-10-09,103.830002,103.800003
2521000,VTI,103.690002,103.879997,102.379997,2015-10-08,103.690002,102.529999
2583900,VTI,102.800003,102.879997,101.699997,2015-10-07,102.800003,102.440002
2463100,VTI,101.879997,102.459999,101.379997,2015-10-06,101.879997,102.209999
3405800,VTI,102.209999,102.360001,101.040001,2015-10-05,102.209999,101.099998
3654500,VTI,100.360001,100.370003,97.379997,2015-10-02,100.360001,97.959999
3808800,VTI,98.919998,99.120003,97.709999,2015-10-01,98.919998,98.959999
3747800,VTI,98.720001,98.790001,97.550003,2015-09-30,98.720001,98.110001
4548600,VTI,96.919998,97.839996,96.370003,2015-09-29,96.919998,97.230003
5606400,VTI,96.940002,99.129997,96.800003,2015-09-28,96.940002,99.059998
4937600,VTI,99.610001,100.870003,99.07,2015-09-25,99.610001,100.760002
3723400,VTI,99.812002,100.529999,99.099998,2015-09-24,100.32,100.019997
1788800,VTI,100.17018,101.279999,100.339996,2015-09-23,100.68,101.040001
3034000,VTI,100.369164,101.239998,100.209999,2015-09-22,100.879997,101.00
2680300,VTI,101.732229,103.019997,101.669998,2015-09-21,102.25,102.419998
3271800,VTI,101.324302,102.889999,101.589996,2015-09-18,101.839996,102.050003
4726600,VTI,102.946053,105.019997,103.239998,2015-09-17,103.470001,103.639999
2447400,VTI,103.095295,103.730003,102.699997,2015-09-16,103.620003,102.870003
2388300,VTI,102.229697,102.970001,101.529999,2015-09-15,102.75,101.809998
3711100,VTI,100.95618,101.910004,101.199997,2015-09-14,101.470001,101.910004
2007900,VTI,101.344205,101.879997,100.699997,2015-09-11,101.860001,101.040001
3695800,VTI,100.896487,102.07,100.629997,2015-09-10,101.410004,100.879997
3691200,VTI,100.369164,103.400002,100.690002,2015-09-09,100.879997,103.239998
3341800,VTI,101.752125,102.32,101.059998,2015-09-08,102.269997,101.589996
4317800,VTI,99.25484,100.410004,99.260002,2015-09-04,99.760002,99.919998
5151300,VTI,100.687543,102.440002,100.900002,2015-09-03,101.199997,101.580002
7681000,VTI,100.558204,101.080002,99.550003,2015-09-02,101.07,100.779999
9264700,VTI,98.707622,100.830002,98.75,2015-09-01,99.209999,99.949997
4526300,VTI,101.692431,103.010002,101.949997,2015-08-31,102.209999,102.529999
5165600,VTI,102.458536,103.32,102.370003,2015-08-28,102.980003,102.589996
8779300,VTI,102.378939,103.050003,100.919998,2015-08-27,102.900002,101.970001
8299100,VTI,99.961244,100.580002,97.389999,2015-08-26,100.470001,99.989998
9215900,VTI,96.459064,101.720001,96.870003,2015-08-25,96.949997,101.410004
18137000,VTI,97.623145,101.269997,93.00,2015-08-24,98.120003,96.400002
9877600,VTI,101.712334,104.739998,102.18,2015-08-21,102.230003,104.32
4377900,VTI,104.726989,107.00,105.25,2015-08-20,105.260002,106.800003
2183200,VTI,107.055137,108.449997,107.080002,2015-08-19,107.599998,108.050003
2694900,VTI,108.020226,108.900002,108.370003,2015-08-18,108.57,108.779999
1739100,VTI,108.298807,108.860001,107.510002,2015-08-17,108.849998,107.889999
1154400,VTI,107.612306,108.230003,107.540001,2015-08-14,108.160004,107.699997
3545400,VTI,107.204379,108.239998,107.440002,2015-08-13,107.75,107.910004
2611300,VTI,107.35362,108.029999,106.089996,2015-08-12,107.900002,107.010002
1833100,VTI,107.244177,108.230003,107.370003,2015-08-11,107.790001,108.00
1981300,VTI,108.21921,108.849998,108.050003,2015-08-10,108.769997,108.080002
3295100,VTI,106.885999,107.699997,106.889999,2015-08-07,107.43,107.620003
1969500,VTI,107.194427,108.919998,107.239998,2015-08-06,107.739998,108.919998
1253600,VTI,108.089871,109.339996,108.459999,2015-08-05,108.639999,108.839996
1600000,VTI,107.721742,108.75,108.00,2015-08-04,108.269997,108.449997
2654600,VTI,107.900831,108.989998,107.889999,2015-08-03,108.449997,108.989998
2422600,VTI,108.288855,109.339996,108.699997,2015-07-31,108.839996,109.309998
1390400,VTI,108.398299,109.040001,108.169998,2015-07-30,108.949997,108.57
1624200,VTI,108.308758,108.980003,108.059998,2015-07-29,108.860001,108.18
2198600,VTI,107.572508,108.230003,106.779999,2015-07-28,108.120003,107.160004
2958400,VTI,106.308934,107.459999,106.599998,2015-07-27,106.849998,107.059998
2073500,VTI,107.015338,108.830002,107.389999,2015-07-24,107.559998,108.75
1569500,VTI,108.149565,109.529999,108.519997,2015-07-23,108.699997,109.470001
1852400,VTI,108.77638,109.50,109.00,2015-07-22,109.330002,109.099998
1661000,VTI,108.935565,110.040001,109.300003,2015-07-21,109.489998,109.879997
1339000,VTI,109.413138,110.209999,109.779999,2015-07-20,109.970001,110.050003
1295400,VTI,109.403187,110.00,109.650002,2015-07-17,109.959999,109.989998
1314000,VTI,109.37334,109.949997,109.650002,2015-07-16,109.93,109.849998
2555700,VTI,108.617186,109.559998,108.910004,2015-07-15,109.169998,109.370003
2292500,VTI,108.766428,109.50,108.589996,2015-07-14,109.32,108.800003
2835200,VTI,108.26896,108.889999,108.379997,2015-07-13,108.82,108.580002
3432400,VTI,107.055137,107.839996,107.099998,2015-07-10,107.599998,107.580002
3064800,VTI,105.771668,107.690002,106.269997,2015-07-09,106.309998,107.150002
2938900,VTI,105.552781,107.279999,105.910004,2015-07-08,106.089996,107.099998
3329400,VTI,107.35362,108.00,105.93,2015-07-07,107.900002,107.440002
2570800,VTI,106.75666,107.790001,106.620003,2015-07-06,107.300003,106.989998
3140000,VTI,107.035241,108.199997,107.349998,2015-07-02,107.580002,108.050003
